sigma,v0,rho,theta,kappa
0.12503664942923998,4.113788425228861,-0.7873563674975966,1.2557358576269715,5.284009197395192
0.49269233447535865,0.45281153389931456,-0.18460198592488175,2.283340237684414,4.590846125096458
0.5281839444628148,3.1302448220571657,-0.24320169492280747,2.9774816636341517,11.288196423600784
0.8433947899524081,2.2010224016782933,-0.9090609724826785,1.0697014398560805,13.62351171566253
0.13343817930429536,1.379190863286185,-0.5009078659261625,0.46821788824937793,4.461220030317213
0.4801981452972014,2.540691112160329,-0.13655495063142095,2.47344884216121,6.970398370604009
0.9322668008942011,2.442141107224064,-0.7446171588794308,2.085029471839701,9.000563910455773
0.19366161272150778,1.3560389729610185,-0.6541707326294188,1.5931037368863514,12.532549825643287
0.8090725723051013,2.971556975261514,-0.7642023276289571,2.5774493234260962,4.297253507474991
0.5901785625240038,2.022507515967805,-0.6328716247960151,1.2727025083216617,7.606562854207945
0.7047735501486252,2.2161329404688925,-0.975932761411227,0.7284680671312411,11.761574634022255
0.07930213273380493,2.345593970836793,-0.1346356893307722,0.6607191777983575,12.937771026632019
0.9359472344180882,4.021752590936947,-0.9817599600057398,1.2821627998160778,5.731776175988544
0.7723444313215251,3.3850713943534245,-0.9249772463981772,2.642130339846702,11.90767119907797
0.667740708146106,3.394819773268859,-0.5896229465051859,1.3915716137099978,12.880702395351186
0.801483600837243,3.048008479769499,-0.23754349085714102,1.9141218146877401,8.79595669786051
0.6674587979241993,0.441655593230672,-0.25347144095569685,2.053382904153646,11.817734497259416
0.5172962834373505,1.9124450679442886,-0.41918461360199866,1.896828905377066,1.3263228462619858
0.725453028336821,2.545558039828109,-0.08313989888658745,2.428949816578175,5.723401861144403
0.7853432172720257,4.894527840927309,-0.3627180249933397,0.98189640479197,0.9197270510012608
0.6523499286895658,2.943654590584591,-0.07506532655612855,2.7134639699918597,3.038000231610431
0.9953330513123817,4.902376310857287,-0.021755999218482012,2.43068938710159,10.991786492135681
0.8596760405876743,0.432704095744745,-0.19281697803064154,2.636842703960921,0.163548157864305
0.37034185056959434,3.571126490118442,-0.13588388216179506,0.7306960899779916,2.2585920938071933
0.2262261554586647,1.9252453749918963,-0.30423670673578,1.5825171664723792,13.189534705650864
0.22020475297071243,3.7477838213806276,-0.3279385683637671,0.6106342528197648,0.899910332063248
0.3980381558245055,0.9415106690782467,-0.8889076640775386,2.652787544043098,1.2759555796609576
0.6289411169703624,0.10870862084169601,-0.19676620300750078,0.7902655455122733,7.020960184808496
0.9777292710609274,2.9134766930735747,-0.2812284608052829,2.0517214867678133,9.490471608318256
0.5108307810936296,2.746770920519718,-0.6628673945536931,0.34623387000590194,13.298939452428428
0.024641586705186402,3.326840247890777,-0.8844189715621353,0.5815145433004981,9.234041977952177
0.7053895396936208,2.9716277651747136,-0.6991441660802024,2.9184544367830614,5.791474938158111
0.40659987155937194,1.3049002207820546,-0.59792995399422,0.9582265373628978,5.375789164125996
0.19849027835004712,4.14627792703781,-0.8059248566293509,0.2895366277113882,8.664388673869786
0.7955031271867659,1.9265512491115417,-0.8542091132447857,0.15215639899329808,7.586022590268573
0.8274508648818892,3.8729152582539546,-0.8725549125710762,1.7732261288456803,2.259732136652431
0.2559233241971775,3.8906540074634064,-0.28474391022394663,1.7694231986290436,9.870958043092825
0.7623548219875685,0.2405239644242835,-0.8206051339076716,0.28505715185096475,13.29374686744204
0.13890721261338976,3.096212303141169,-0.7649655860554613,2.693320904547816,8.173133983882428
0.716939346695401,2.3435857277309866,-0.6272178424181863,1.6202346297299386,4.578358529162369
0.17136422415295657,4.826974009686315,-0.7193984876486952,2.684621128285312,4.9442994570041
0.06224357553614726,2.815174975340792,-0.6547576158579304,1.8776924942249609,8.060508373098397
0.5612592022089935,4.656693768408707,-0.796807410329625,1.0001691614265198,1.6268697945316668
0.5899872557683276,2.826780261318437,-0.6264078040238199,2.2828898078147786,5.460502391664473
0.8404415123277408,1.6584323907592549,-0.8639272513738885,2.432868482719688,1.2893187052458261
0.4808920027518279,1.3276479025264891,-0.7775095472204346,1.6481235916261132,4.888144848939532
0.21133414004466458,3.2571035905353187,-0.0659302645545312,2.2257773240978427,1.118876262655443
0.926645208260138,2.5132454051921553,-0.257732839978465,2.6851213109219665,8.159259376396863
0.7560348211609792,4.043138419593255,-0.28782751417528535,1.419741937914847,0.3509797797266209
0.19992111880856583,2.596167555178699,-0.7863084951028783,2.3135055582182322,8.385290685199749
0.039459773398670794,4.805347854245382,-0.7811962610595145,0.11228600505860134,3.8697598096317662
0.5330351168316162,3.685204999413005,-0.18255146134775457,2.412492885610426,10.8103854407724
0.4567210077262242,3.344867319165356,-0.8827615523418847,1.0522446607693094,14.455703635615066
0.7969067911448168,2.526068573798715,-0.6929243026493339,0.4716240170588194,1.1060295164940908
0.22962899478684523,2.256627885979519,-0.7389276701627686,1.4665627127700516,7.440095268413133
0.527111565787386,4.107501961251953,-0.03580291334066164,1.693117005075609,7.656025851513539
0.38544202938438465,3.6482922454933386,-0.8747536974427075,0.8145954247580852,7.255280068554301
0.07525658595027744,2.45493394295369,-0.8398028406902968,1.9792353340542461,0.9388861057291052
0.1050511460355052,0.3642107876181697,-0.3571672896964114,2.321930634738956,6.418893409043467
0.6220599303073362,0.5832350091012961,-0.6538383124088955,0.4766475042370148,9.359812988640975
0.4950901148173462,3.0281155162533806,-0.20054080646379563,2.1873000605622837,11.195868986704799
0.860828768653878,2.2258439457057504,-0.6362804322840268,1.088868484094187,6.774077867005552
0.3945964129736501,4.45118376009196,-0.664717749711343,2.963591059477252,4.224597879107073
0.15644981299403335,2.724530894181058,-0.6517999512251557,1.1090817304963319,13.724828302746168
