sigma,v0,rho,theta,kappa
1.0,0.0,-0.12026123850513053,0.0,14.981655651863383
1.0,0.0,-0.12368049229658035,0.0,12.96054407067227
0.12171777419723268,0.005259804054142503,-0.31811187123269125,0.020991403244259743,4.322575199940462
0.7124297431791693,0.007934166014652355,-0.22639998958673357,0.009601889978381628,5.217342016871902
0.17293221916653412,0.19576295801031218,-0.6714843497875957,0.1838675519912396,8.415113594098274
0.5574286709434454,0.001241118363420668,-0.5994086631759656,0.5011828474622363,12.495505212426952
0.5665934375423706,0.267760321328228,-0.06948015386461881,0.08708512987975459,7.311155135514764
0.8765871286688427,0.014903485260733262,-0.013296435232322157,0.33994380514909084,6.285200462236481
0.9996651784215909,1.3732922732323516e-06,-0.11959288451423289,9.722240743581523e-07,8.037007545697417
0.7494042349042904,0.02996063952680128,-0.3090092705134796,0.09728604627161674,2.604680164529179
0.42009071063577086,0.015813703660478406,-0.3188395587535626,0.01565087314098834,8.317202442354894
0.9224045516872036,0.1165760024770015,-0.19816053346912232,0.3785743060016338,8.170171451755566
0.8467116473060036,0.257882084906615,-0.32852655005068787,0.3571912939826092,5.744210321510115
0.47995405969874155,0.5174511331652241,-0.6720513982067607,0.9927988713745691,10.41540311958524
0.6909264797609227,1.0581928995732728,-0.43245605047140256,0.46057645005174996,13.200184729724107
0.33263436228020815,1.103803139822874,-0.0004599452294753448,1.3115292415340247,12.833823707082079
0.6059959507243524,0.8991714687049679,-0.3330632642810608,1.1057115435131277,8.829893793046951
0.24093966828410623,1.3977310956587696,-0.6113744055270189,0.2911152967111881,11.611622711956453
0.7161935806694602,1.2330420096364838,-0.5029225215691435,1.0567925578936768,10.87614464510412
0.3091924468988882,1.0987000218563172,-0.855225591940016,0.6668139578202845,8.569701606463466
0.39266180187669053,1.3165416654916715,-0.5559147928752375,1.193804752213011,10.449554174248147
0.552722088459095,1.5819780450046421,-0.27061931342180423,0.9928167684761511,9.916240218231165
0.3444308360303139,3.8725105537525235,-0.13718730730987916,2.6691767392028405,5.8132980394213245
0.49293544936452466,3.5170998177695223,-0.834121390117363,2.1621162730728343,7.354070339835402
0.9590745999381731,4.6192816517696675,-0.703914346759787,0.2648652470219677,6.682229452783541
0.5891908324169546,1.9354227061600493,-0.9445425349039513,1.6422673261981762,4.7137662982566635
0.19205400258441319,2.506369275458473,-0.2890372081937306,1.9081755597158043,6.338515917649227
1.0,5.0,0.0,1.1239118412236635,0.8068616216077552
0.7976893012604789,4.034965234767727,-0.25598467538708713,1.795260064277595,6.08093952173342
1.0,0.0,-0.2084043335014705,0.0,9.317751385022902
1.0,0.0,-0.3505239915842915,0.0,5.802086399655441
1.0,0.0,-0.14776145130559667,0.0,4.604862563701106
1.0,0.0,-0.15903081290073948,0.0,12.572256792033649
1.0,0.0,-0.12470027389274566,0.0,6.357416265885942
1.0,0.0,-0.17407547314196575,0.0,13.04180956452171
1.0,0.0,-0.10738173250952619,0.0,5.604689800240229
1.0,0.0,-0.17588700827287712,0.0,5.3163230222809155
1.0,0.0,-0.44178087859503007,0.0,7.85535739321116
0.14777072021642282,0.0,-0.6940129617752178,0.0,4.670010358988369
0.22862341784296517,0.0,-0.8157022837000024,0.0,7.7868003582224485
0.23330157505415602,0.0,-0.6828690076146605,0.0,7.510947486066535
0.21528878992906778,0.0,-0.7186058299115312,0.0,5.603664551114714
0.7263550927510631,0.15095727766383726,-0.052465300362446676,0.434567027957,2.3100949276973974
0.8388114160933597,0.2972536758105231,-0.5206118634554311,0.40345592562383104,7.903852715799232
0.6478495580749459,0.8816089303425407,-0.513775021575832,0.28636866814159223,4.880667237995588
0.2746466400222755,0.5406354954501151,-0.951437796140428,0.5681359428140393,10.984491106771005
0.7799971047957519,0.5428550751935932,-0.6807823361175337,0.3624648276218272,4.075560281770655
0.4079875160988905,0.6782202931679326,-0.8337193720101801,0.7522449497333309,3.3289830390364363
0.1057173087895052,0.05399226442589011,-0.517516793660526,1.3007409955392095,2.9079978029643474
0.1582029410571406,0.08970998887170856,-0.34457129926771024,2.8309747372830527,9.911374045171616
0.5209795979655597,0.2706973896447247,-0.059314847863118025,2.6259354017907444,7.100662042778027
0.5263183530792254,2.91652179045853,-0.29911243431925505,0.08374496306192802,4.438653570305289
0.40720782261076083,3.2605721683750137,-0.18708897063853114,0.14074009535078047,14.59696939782781
0.689048906936646,1.1413051506180074,-0.028963042315697907,1.445478750269893,9.14757459192945
0.924673193517733,0.9964712787842434,-0.606093780866148,2.1360722303082778,13.483405539980497
0.2996340064921396,1.6986418278485096,-0.9679040032336881,1.4227065637829641,8.799974791184004
0.9899364168690827,4.805714682441386,-0.06708361938380492,1.1861698758375039,1.0771364804263195
