sigma,v0,rho,theta,kappa
0.25677098307365365,0.0,-0.0973923087718234,0.0,8.372290435145853
0.24758253916793097,0.0,-0.10382557089990564,0.0,10.243003078834427
0.33369245597079816,0.0,-0.13654332235665814,0.0,1.463952987041818
0.2937598923864961,0.0,-0.139481371169672,0.0,6.409311283725942
0.7929356359831292,0.07260669069677883,-0.272458683256548,0.038744026999266934,1.4745192509626088
0.41987782252831163,0.04360386267669325,-0.3643683907641999,0.13158837267648815,8.484636630182958
0.5419155509397741,0.0452555777745518,-0.5323948448073403,0.10502519615758255,8.744914235939568
0.16006746508384595,0.03154760717093108,-0.4359993272459076,0.07115816840659206,12.370053859404752
0.28994582569763755,0.0,-0.21794315709728682,0.0,12.967711924941693
0.5278534399745828,0.015137839698608158,-0.839395159057801,0.021393431503048177,10.475931208003828
0.3263180415451619,0.004514806265428106,-0.1429037326347231,0.0016702911230546125,4.909685139965047
0.20698055700964124,0.06713672804677895,-0.6953958622599644,0.31031494318149155,4.185775779669253
0.3273108565203152,0.2699748638730548,-0.4983941006719568,0.1808322273897207,14.7486779469219
0.4400754432067501,0.707662855184858,-0.6263885471143262,0.15933308225138476,11.960471531188759
0.6686145611319971,0.2728197110463131,-0.38623323615605487,1.5419529774393204,13.11940662337691
0.46642417944426956,0.7921720475305671,-0.29764051501440736,1.1925658625955402,1.9219628113851606
0.5423113604799595,0.9315837501823347,-0.36458445445847465,0.22137579284515008,6.717572976581331
0.8512774111037893,0.9218047002829306,-0.7193791718955294,0.3583024448678105,10.370265738628632
0.7979496570844267,1.5059971515111183,-0.5192100535669737,0.19701433199068097,11.308422605731806
0.6724512253226504,0.3426274712808395,-0.47879744686843195,2.9201150191169134,3.2555574808010483
0.5298571258383,0.7707585671024346,-0.8330845682692836,1.9114035382964825,11.564756904872063
0.7129216145095001,1.8400573066884751,-0.7164076772837727,0.3149007902281533,8.917564228416287
0.1088784621771387,3.560277674068613,-0.3650325990639406,2.869195223641945,12.093434104592546
0.5962877111995876,3.8652841784931113,-0.9842164895040697,1.4476903814112667,5.687667513773653
0.6013792534851213,4.540403042337146,-0.0022616320013820745,0.5396632229444129,4.228172928535665
0.9143159794265723,3.364817074520603,-0.3043913395722029,0.8056930720430047,11.885784401958981
0.3923585408079189,4.417915107074028,-0.6664891808691114,2.0376431374978705,4.820346274467723
0.17050691848542532,2.0946813057093334,-0.5260252540511895,1.6629342699278842,13.240396844813276
0.49850058629669386,1.0066075429838848,-0.06586776791579063,1.6304571387617603,8.642089680952026
0.23741221641660357,0.0,-0.08580402268338767,0.0,7.8742314462889595
0.23917610757383972,0.0,-0.09744533932233777,0.0,6.298310975799891
0.25929235421747293,0.0,-0.1206675854685813,0.0,7.94654332434764
0.25344279663145547,0.0,-0.13758006912745727,0.0,10.70113569043437
0.2665577707875005,0.0,-0.14435869615583807,0.0,12.134071663029626
0.2681532840276631,4.182253555473636e-06,-0.1481274405277011,9.49318517795561e-07,14.669724849482357
0.2618819731587583,0.0,-0.14540442379728977,0.0,7.428697317478585
0.2613930795472346,0.0,-0.1387393102229007,0.0,13.404186201844276
0.24958832159868818,0.0,-0.16258750334742123,0.0,9.41568851157082
0.260773509882558,0.0,-0.17626687380729913,0.0,9.563418134519853
0.25801005245070135,0.0,-0.18700505102016785,0.0,12.09027129410938
0.27569895368835434,0.0,-0.2146238621264315,0.0,8.154159244482864
0.2679475710242411,0.0,-0.23836772182568658,0.0,5.0435278811081075
0.674286931124623,0.20837437896427646,-0.4960534126777846,0.16117253721591585,12.702259859485128
0.8154576516396141,0.16098225131186128,-0.6947135653146826,0.5763581948606449,6.536619803841961
0.5956045316804341,0.08641190759992501,-0.21019635178517848,1.633219888991702,10.569741351571526
0.6468821687999423,0.26672073882039893,-0.1182933505928242,0.931687028641697,1.070466153224169
0.4170213458754377,0.022123479432957005,-0.7064720997676264,1.5792882954332108,11.500403646626365
0.14365602852522846,0.20631683237797382,-0.35700122118089905,2.126560990135984,13.960624244513234
0.19148658357023401,0.130989765748597,-0.04409092214019117,1.6512893695685746,11.577765546128505
0.3785700379452654,1.2657750233217486,-0.18053558386271706,0.4528876993459381,10.880547740505602
0.7766989279495258,0.78622259163598,-0.1482868105520121,1.2710401228647876,0.7084108919037453
0.8545527506488244,4.695014914018611,-0.2828916046577037,1.6434668546583486,4.92556803375944
0.5798011825296068,4.917383988562941,-0.9232405571832318,2.366882554284432,8.459915598345585
0.01952797918812832,3.938933483902625,-0.8738469903988406,0.8927834001326365,13.142820970654839
0.6388523559764019,4.3948264693375885,-0.9452792252693816,2.2187177588262568,6.198208648954163
0.23805087642998873,3.527127732701796,-0.9452686529549872,2.863438515033854,0.6229394896140725
0.9081066577149359,1.2908726890639675,-0.5646052187955258,2.638220913668734,7.00530892683735
0.8957324927490382,2.3132573424332277,-0.355207005282025,2.0651628766836625,9.397964805713313
0.32856736113585466,0.0,-0.08313239546957216,0.0,4.994110006434982
0.37627789877782014,0.0,-0.13074480746532635,0.0,2.1447214781909603
0.249697562614048,0.0,-0.0994916860493865,0.0,10.113576603918009
0.24474731659842153,0.0,-0.14505575399366366,0.0,7.528636456570919
0.24455127268766963,0.0,-0.14282534842491704,0.0,8.217487507456628
0.23818544183492535,0.0,-0.14615847283305855,0.0,14.759319146155814
0.2381577087757916,0.0,-0.16009314337277603,0.0,8.37504510939633
0.2359357382690086,0.0,-0.16825230690353515,0.0,6.576912292584197
0.2301129781691113,0.0,-0.20647867772741424,0.0,10.475800275059772
0.2282325933285511,0.0,-0.19906840501384745,0.0,9.477016474013812
0.22584547420078535,0.0,-0.20836733600374746,0.0,13.175686887544643
0.2298165196229196,0.0,-0.19673599467165623,0.0,10.81854408168216
0.23623136446564222,0.0,-0.19705021259467917,0.0,11.588135768270826
0.2438298688269703,0.0,-0.22565625825922117,0.0,13.448772710356995
0.2339557085675131,0.0,-0.2250125733245682,0.0,11.098612807484155
0.5921882602621104,0.05352709322007598,-0.22328313202926553,0.4463034954329701,3.215795084967695
0.3142655042435122,0.05429859504107304,-0.7042151001514789,0.17451976867581354,8.929277240547037
0.4227224198056141,0.007924497708927891,-0.3106154442779918,0.40100089902474845,12.146242337960825
0.12417667332388277,0.06261907555584623,-0.6057868577450942,0.9991502368971651,3.8208987381216586
0.12599331071732534,0.08530957684916007,-0.5620537698536313,0.4192711922502821,13.16332505604439
0.6833065298059215,0.019015952026252503,-0.8981292458783359,1.2908883786593022,2.84992338106891
0.22848770639815258,1.4275493246997897,-0.4518654649606537,0.7349044149494051,14.513161211907047
0.7240681692678457,2.7243083000252026,-0.5268260727416041,1.6954514640943188,10.275686358345606
0.7351058270923755,4.764727404161501,-0.7590665245230704,0.7593391767092383,10.36337958517008
0.8962101486348601,3.258470011791503,-0.762033601014771,2.6468946014693415,7.335356833223919
0.692402591396866,4.014410133798444,-0.9651889235708443,1.2955915198675805,4.342575287401621
0.6427416701156687,3.3844137828069636,-0.8898366227600487,0.5290070318391497,0.9179682025376978
0.04730606335671639,1.5142427835813592,-0.42928735737542334,9.046815794278018e-07,12.021744337529842
0.36146679579996455,1.6292441129550617,-0.7681270475883417,0.680084712404336,5.085548561762385
0.7600445601072329,0.0,-1.0,0.0,1.0438304038100619
0.8373154865454241,0.0,-1.0,0.0,1.032128824353538
